Mst. ID,Messstellen Name,Jahr,Bundesland,Flussgebiet,Gewässername,Einzugsgebietsgröße (km²)
207894,Lilienfeld-Marktl,2017,Niederösterreich,Donaugebiet zwischen Enns und March,Traisen,345.2
208793,Ramsau (Zentrum),2017,Niederösterreich,Donaugebiet zwischen Enns und March,Ramsaubach,40.1
212225,Ausservillgraten,2017,Tirol,Draugebiet,Winkeltalbach,62.2
212027,Rabland,2017,Tirol,Draugebiet,Drau,374
231092,Lienz-Falkensteinsteg,2017,Tirol,Draugebiet,Drau,668
212043,Hinterbichl,2017,Tirol,Draugebiet,Isel,107
212050,Hinterbichl (Mühle),2017,Tirol,Draugebiet,Dorferbach,35
212233,Hinterbichl (Mühle. mit UW-Kanal),2017,Tirol,Draugebiet,Dorferbach,35
212183,Waier,2017,Tirol,Draugebiet,Isel,285.3
212068,Innergschlöß,2017,Tirol,Draugebiet,Gschlößbach,39.3
212076,Matreier Tauernhaus,2017,Tirol,Draugebiet,Tauernbach,59.9
212084,Prossegg,2017,Tirol,Draugebiet,Tauernbach,197.2
212092,Brühl,2017,Tirol,Draugebiet,Isel,518.4
212100,Hopfgarten i. Def.-Zwenewald,2017,Tirol,Draugebiet,Schwarzach,268.6
212118,Spöttling,2017,Tirol,Draugebiet,Kalser Bach,47
212126,Spöttling-Taurer,2017,Tirol,Draugebiet,Teischnitzbach,13.9
212159,St. Johann im Walde (Brücke),2017,Tirol,Draugebiet,Isel,1077.8
212167,Lienz,2017,Tirol,Draugebiet,Isel,1198.7
212316,Lienz-Peggetz,2017,Tirol,Draugebiet,Drau,1876.2
212217,Obernußdorf,2017,Tirol,Draugebiet,Debantbach,56.8
209445,Haxenmühle,2017,Niederösterreich,Donaugebiet zwischen Enns und March,Halbach,91.8
207902,St. Veit an der Gölsen,2017,Niederösterreich,Donaugebiet zwischen Enns und March,Gölsen,211.1
207910,Windpassing,2017,Niederösterreich,Donaugebiet zwischen Enns und March,Traisen,733.3
208777,Herzogenburg (Straßenbrücke),2017,Niederösterreich,Donaugebiet zwischen Enns und March,Traisen,823.7
207951,Neustift,2017,Niederösterreich,Donaugebiet zwischen Enns und March,Kamp,76.7
207936,Zwettl (Sportplatz),2017,Niederösterreich,Donaugebiet zwischen Enns und March,Zwettl,269.1
207944,Zwettl (Bahnbrücke),2017,Niederösterreich,Donaugebiet zwischen Enns und March,Kamp,621.8
207969,Kaltenbrunn,2017,Niederösterreich,Donaugebiet zwischen Enns und March,Purzelkamp,33.5
207977,Rastenberg,2017,Niederösterreich,Donaugebiet zwischen Enns und March,Purzelkamp,94.5
207985,Rosenburg (EVN),2017,Niederösterreich,Donaugebiet zwischen Enns und March,Kamp,1150.2
209338,Frauenhofen,2017,Niederösterreich,Donaugebiet zwischen Enns und March,Taffa,140
208520,Rosenburg,2017,Niederösterreich,Donaugebiet zwischen Enns und March,Taffa,221.5
207993,Stiefern,2017,Niederösterreich,Donaugebiet zwischen Enns und March,Kamp,1493.3
207365,Bärndorf,2017,Niederösterreich,Donaugebiet zwischen Enns und March,Donau,99426.2
209486,Böheimkirchen,2017,Niederösterreich,Donaugebiet zwischen Enns und March,Perschling,55.3
212324,Oberdrauburg-OWF,2017,Kärnten,Draugebiet,Drau,2112
213660,Dellach-OWF,2017,Kärnten,Draugebiet,Drau,2197.3
212357,Sachsenburg (Brücke),2017,Kärnten,Draugebiet,Drau,2561.4
213926,Heiligenblut-OWF,2017,Kärnten,Draugebiet,Möll,142.1
212373,Winklern,2017,Kärnten,Draugebiet,Möll,412.1
213124,Flattach,2017,Kärnten,Draugebiet,Möll,705.3
212381,Mallnitz,2017,Kärnten,Draugebiet,Mallnitzbach,85.3
213447,Zandlacher Hütte,2017,Kärnten,Draugebiet,Riekenbach,12.6
212399,Kolbnitz a. d. Tauernbahn VHP,2017,Kärnten,Draugebiet,Möll,1043.8
212407,Möllbrücke,2017,Kärnten,Draugebiet,Möll,1096
213199,Drauhofen,2017,Kärnten,Draugebiet,Drau,3674.4
213207,Gries,2017,Kärnten,Draugebiet,Lieser,56.5
212431,Gmünd-OWF,2017,Kärnten,Draugebiet,Lieser,360.1
212456,Ochsenhütte-Hochalm,2017,Kärnten,Draugebiet,Hochalmbach,9.3
212472,Pflüglhof,2017,Kärnten,Draugebiet,Malta,131.3
212498,Sandriesen,2017,Kärnten,Draugebiet,Malta,266
213686,Alte Schmiede,2017,Kärnten,Draugebiet,St.Oswalder Bach,13.5
208009,Atzenbrugg (Bundesstraßenbrücke),2017,Niederösterreich,Donaugebiet zwischen Enns und March,Perschling,268.3
208017,Siegersdorf,2017,Niederösterreich,Donaugebiet zwischen Enns und March,Große Tulln,202.3
209569,Sieghartskirchen (Steg),2017,Niederösterreich,Donaugebiet zwischen Enns und March,Kleine Tulln,68.5
209411,Unterkirchbach,2017,Niederösterreich,Donaugebiet zwischen Enns und March,Hagenbach,5.7
207175,Greifenstein,2017,Niederösterreich,Donaugebiet zwischen Enns und March,Donau,100343
209643,Eggenburg (Kläranlage),2017,Niederösterreich,Donaugebiet zwischen Enns und March,Kleine Schmida,22.3
208041,Hollenstein,2017,Niederösterreich,Donaugebiet zwischen Enns und March,Schmida,212
209635,Kleinstetteldorf,2017,Niederösterreich,Donaugebiet zwischen Enns und March,Kleiner Göllersbach,86.9
208058,Obermallebarn,2017,Niederösterreich,Donaugebiet zwischen Enns und March,Göllersbach,379.9
207241,Korneuburg,2017,Niederösterreich,Donaugebiet zwischen Enns und March,Donau,101536
209460,Klosterneuburg (Prägarten),2017,Niederösterreich,Donaugebiet zwischen Enns und March,Weidlingbach,33.2
207183,Wien (Nußdorf),2017,Wien,Donaugebiet zwischen Enns und March,Donau,101700
207217,Wien (Kagraner Brücke),2017,Wien,Donaugebiet zwischen Enns und March,Alte Donau,0
207209,Wien (Brigittenau),2017,Wien,Donaugebiet zwischen Enns und March,Donaukanal,0
207225,Wien (Heiligenstädter Brücke),2017,Wien,Donaugebiet zwischen Enns und March,Donaukanal,0
213181,Döbriach,2017,Kärnten,Draugebiet,Rieger Bach,188.8
212514,Millstatt (See),2017,Kärnten,Draugebiet,Millstätter See,286.3
212522,Seebrücke,2017,Kärnten,Draugebiet,Millstätter Seebach,286.6
212530,Spittal (Fasan),2017,Kärnten,Draugebiet,Lieser,1035.5
213215,Amlach,2017,Kärnten,Draugebiet,Drau,4789.6
212563,Techendorf,2017,Kärnten,Draugebiet,Weißensee,48.4
213454,Gassen,2017,Kärnten,Draugebiet,Stockenboier Weißenbach,153.4
213462,Himmelberg,2017,Kärnten,Draugebiet,Tiebel,38.5
213876,Feldkirchen (Tiebel),2017,Kärnten,Draugebiet,Tiebel,60.2
213231,Sonnberg,2017,Kärnten,Draugebiet,Tiebel,86.9
213272,St.Andrä-OWF,2017,Kärnten,Draugebiet,Ossiacher See,165.4
212597,Urlaken-OWF,2017,Kärnten,Draugebiet,Ossiacher Seebach,169.7
213116,Töbring,2017,Kärnten,Draugebiet,Treffner Bach,140.1
212613,Maria Luggau (Moos),2017,Kärnten,Draugebiet,Gail,146.1
212647,Mauthen,2017,Kärnten,Draugebiet,Gail,348.6
212670,Rattendorf,2017,Kärnten,Draugebiet,Gail,594.9
212704,Neudorf,2017,Kärnten,Draugebiet,Gösseringbach,75.2
212746,Presseggen,2017,Kärnten,Draugebiet,Pressegger See,29.6
209916,Hadersdorf-Weidlingau,2017,Wien,Donaugebiet zwischen Enns und March,Wien,110
209890,Mauerbachstraße,2017,Wien,Donaugebiet zwischen Enns und March,Mauerbach,35.1
209908,Großmarktstraße,2017,Wien,Donaugebiet zwischen Enns und March,Liesing,94.9
209353,Oberlaa,2017,Wien,Donaugebiet zwischen Enns und March,Liesing,101.7
214395,Petersbaumgarten,2017,Niederösterreich,Leithagebiet,Pitten,271.1
213611,Bad Eisenkappel,2017,Kärnten,Draugebiet,Ebriacher Bach,69.5
207233,Wien (Schwedenbrücke),2017,Wien,Donaugebiet zwischen Enns und March,Donaukanal,0
208066,Tullnerbach (Hydro),2017,Niederösterreich,Donaugebiet zwischen Enns und March,Wien,32
209627,Purkersdorf,2017,Niederösterreich,Donaugebiet zwischen Enns und March,Gablitzbach,23
208082,Kennedybrücke,2017,Wien,Donaugebiet zwischen Enns und March,Wien,199.4
209478,Klausenleopoldsdorf,2017,Niederösterreich,Donaugebiet zwischen Enns und March,Schwechat,56.3
208090,Cholerakapelle,2017,Niederösterreich,Donaugebiet zwischen Enns und March,Schwechat,181
209783,Baden (Schloßgasse),2017,Niederösterreich,Donaugebiet zwischen Enns und March,Mühlbach,0
209718,Traiskirchen,2017,Niederösterreich,Donaugebiet zwischen Enns und March,Schwechat,265.7
208108,Mödling,2017,Niederösterreich,Donaugebiet zwischen Enns und March,Mödling,59
208116,Fahrafeld,2017,Niederösterreich,Donaugebiet zwischen Enns und March,Triesting,186
208124,Hirtenberg,2017,Niederösterreich,Donaugebiet zwischen Enns und March,Triesting,287.3
209346,Hennersdorf,2017,Niederösterreich,Donaugebiet zwischen Enns und March,Petersbach,20
208132,Paul Katzbergergasse,2017,Wien,Donaugebiet zwischen Enns und March,Liesing,59
208157,Schwechat (Hallenbad),2017,Niederösterreich,Donaugebiet zwischen Enns und March,Schwechat,1028.9
212753,Nötsch,2017,Kärnten,Draugebiet,Gail,908.5
212761,Thörl,2017,Kärnten,Draugebiet,Gailitz,188
212787,Federaun,2017,Kärnten,Draugebiet,Gail,1304.9
212795,Faak (Bundessportheim),2017,Kärnten,Draugebiet,Faaker See,35.6
212837,Tscheppaschlucht,2017,Kärnten,Draugebiet,Loiblbach,44
212852,Miklauzhof,2017,Kärnten,Draugebiet,Vellach,194.3
212860,Maitratten,2017,Kärnten,Draugebiet,Gurk,201.4
212878,Urschwirtbrücke,2017,Kärnten,Draugebiet,Gurk,230.3
213769,Deutsch Griffen,2017,Kärnten,Draugebiet,Griffenbach,29.5
212886,Weitensfeld (Ost),2017,Kärnten,Draugebiet,Gurk,431.8
213306,Grades,2017,Kärnten,Draugebiet,Metnitz,144.6
213405,Guldendorf,2017,Kärnten,Draugebiet,Olsabach,161.8
212894,Hirt,2017,Kärnten,Draugebiet,Metnitz,469.4
213397,Mölbling,2017,Kärnten,Draugebiet,Gurk,1061
213355,Passering,2017,Kärnten,Draugebiet,Silberbach,86.9
213157,Launsdorf,2017,Kärnten,Draugebiet,Gurk,1243.1
213777,Mühlen (Brücke),2017,Kärnten,Draugebiet,Steyerbach,37.5
212928,Hüttenberg,2017,Kärnten,Draugebiet,Görtschitz,130.3
208165,Ebreichsdorf (Golfplatz),2017,Niederösterreich,Donaugebiet zwischen Enns und March,Kalter Gang,11.6
208199,Schwechat (Rathauspark),2017,Niederösterreich,Donaugebiet zwischen Enns und March,Kalter Gang,112.8
207258,Fischamend (Sporthafen),2017,Niederösterreich,Donaugebiet zwischen Enns und March,Donau,103312
208231,Schranawand,2017,Niederösterreich,Donaugebiet zwischen Enns und March,Fischa,66.7
208272,Gutenstein (Kirche),2017,Niederösterreich,Donaugebiet zwischen Enns und March,Piesting,50.3
208140,Oed (Brücke),2017,Niederösterreich,Donaugebiet zwischen Enns und March,Piesting,226
208280,Wöllersdorf (Hydro),2017,Niederösterreich,Donaugebiet zwischen Enns und March,Piesting,284.1
208298,Wöllersdorf (Ausleitung),2017,Niederösterreich,Donaugebiet zwischen Enns und March,Tiroler Bach,0
208306,Tattendorf,2017,Niederösterreich,Donaugebiet zwischen Enns und March,Piesting,315
208397,Moosbrunn (Feuchtland),2017,Niederösterreich,Donaugebiet zwischen Enns und March,Schlauchgraben,0
208405,Gramatneusiedl,2017,Niederösterreich,Donaugebiet zwischen Enns und March,Jesuitenbach,0
208413,Marienthal (Bahnbrücke),2017,Niederösterreich,Donaugebiet zwischen Enns und March,Fischa,417.3
208421,Reisenberg,2017,Niederösterreich,Donaugebiet zwischen Enns und March,Reisenbach,19
208439,Fischamend (Rohrbrücke),2017,Niederösterreich,Donaugebiet zwischen Enns und March,Fischa,534.9
207423,Orth an der Donau,2017,Niederösterreich,Donaugebiet zwischen Enns und March,Donau,103934
212936,Brückl,2017,Kärnten,Draugebiet,Görtschitz,315.6
213801,St.Georgen,2017,Kärnten,Draugebiet,Längsee,5
213322,Mauthbrücken-OWF,2017,Kärnten,Draugebiet,Glan,87.2
213256,Breitenstein,2017,Kärnten,Draugebiet,Wimitz,106.5
213827,St.Veit,2017,Kärnten,Draugebiet,Glan,380.7
213330,Wölfnitz,2017,Kärnten,Draugebiet,Wölfnitzbach,57.4
213934,Klagenfurt_OWF,2017,Kärnten,Draugebiet,Glan,554.5
213488,Keutschach (See),2017,Kärnten,Draugebiet,Keutschacher See,29.8
213496,Reifnitz,2017,Kärnten,Draugebiet,Reifnitzbach,33.2
212985,Pörtschach am Wörther See,2017,Kärnten,Draugebiet,Wörther See,162.1
213009,Viktring,2017,Kärnten,Draugebiet,Viktringer Bach,14.6
213017,Stein,2017,Kärnten,Draugebiet,Steiner Bach,19.2
213025,Weinländer,2017,Kärnten,Draugebiet,Glanfurt,201.3
213033,Zell,2017,Kärnten,Draugebiet,Glan,817.9
213041,Gumisch,2017,Kärnten,Draugebiet,Gurk,2555.4
213348,Unterburg,2017,Kärnten,Draugebiet,Klopeiner See,4.1
213504,Völkermarkt,2017,Kärnten,Draugebiet,Wurlabach,49.8
204933,Teufelmühle,2017,Oberösterreich,Donaugebiet zwischen Inn und Traun,Große Mühl,453.5
207035,Wehrstelle KW Aschach,2017,Oberösterreich,Donaugebiet zwischen Inn und Traun,Donau,78190
207043,Aschach an der Donau (Agentie),2017,Oberösterreich,Donaugebiet zwischen Inn und Traun,Donau,78194.9
205047,Neumarkt im Hausruckkreis,2017,Oberösterreich,Donaugebiet zwischen Inn und Traun,Dürre Aschach,25.8
206151,Edtmühle,2017,Oberösterreich,Donaugebiet zwischen Inn und Traun,Faule Aschach,56.4
206169,Niederspaching,2017,Oberösterreich,Donaugebiet zwischen Inn und Traun,Aschach,101.9
206177,Knotzberg,2017,Oberösterreich,Donaugebiet zwischen Inn und Traun,Leitenbach,48.4
205054,Kropfmühle,2017,Oberösterreich,Donaugebiet zwischen Inn und Traun,Aschach,312.2
205070,Pfaffing,2017,Oberösterreich,Donaugebiet zwischen Inn und Traun,Aschach,351.7
206565,HWR-Becken Leithen (Ausfluß),2017,Oberösterreich,Donaugebiet zwischen Inn und Traun,Trattnach,19.8
204974,Strötting,2017,Oberösterreich,Donaugebiet zwischen Inn und Traun,Trattnach,54
204990,Still,2017,Oberösterreich,Donaugebiet zwischen Inn und Traun,Stillbach,19.8
205013,Grieskirchen,2017,Oberösterreich,Donaugebiet zwischen Inn und Traun,Trattnach,135.9
205021,Bad Schallerbach,2017,Oberösterreich,Donaugebiet zwischen Inn und Traun,Trattnach,184
205039,Fraham,2017,Oberösterreich,Donaugebiet zwischen Inn und Traun,Innbach,375.2
207373,Wildungsmauer,2017,Niederösterreich,Donaugebiet zwischen Enns und March,Donau,103992
207266,Bad Deutsch Altenburg (Bauleitung),2017,Niederösterreich,Donaugebiet zwischen Enns und March,Donau,104043
207480,Hainburg Straßenbrücke,2017,Niederösterreich,Donaugebiet zwischen Enns und March,Donau,104177
207274,Hainburg an der Donau,2017,Niederösterreich,Donaugebiet zwischen Enns und March,Donau,104727
208769,Wolkersdorf (Rückhaltebecken),2017,Niederösterreich,Donaugebiet zwischen Enns und March,Rußbach,136.8
208454,Leopoldsdorf im Marchfelde,2017,Niederösterreich,Donaugebiet zwischen Enns und March,Rußbach,437.5
209262,Engelhartstetten,2017,Niederösterreich,Donaugebiet zwischen Enns und March,Rußbach,497.8
206557,Leopoldschlag,2017,Oberösterreich,Moldaugebiet,Maltsch,95.3
208462,Ehrendorf,2017,Niederösterreich,Moldaugebiet,Lainsitz,267.6
214296,Altmanns (Brücke),2017,Niederösterreich,Moldaugebiet,Braunaubach,59.1
208892,Heidenreichstein (Kleinpertholz),2017,Niederösterreich,Moldaugebiet,Romaubach,51.8
208579,Hoheneich,2017,Niederösterreich,Moldaugebiet,Braunaubach,291.5
214338,Gopprechts (Brücke),2017,Niederösterreich,Moldaugebiet,Reißbach,102.5
208611,Schwarzenau (Süd),2017,Niederösterreich,Marchgebiet,Deutsche Thaya,175.5
213942,St. Stefan OWF,2017,Kärnten,Draugebiet,Globasnitzbach,21.1
213389,Kaunz,2017,Kärnten,Draugebiet,Wölfnitzbach,28.1
213173,Lavamünd Ort,2017,Kärnten,Draugebiet,Drau,11051.8
213363,Bad St.Leonhard,2017,Kärnten,Draugebiet,Lavant,200.6
213538,Waldenstein,2017,Kärnten,Draugebiet,Waldensteiner Bach,101
213082,St.Gertraud,2017,Kärnten,Draugebiet,Lavant,380.2
213314,St.Jakob,2017,Kärnten,Draugebiet,Weißenbach,55.9
213371,Fischering,2017,Kärnten,Draugebiet,Lavant,715.6
213819,St.Paul,2017,Kärnten,Draugebiet,Granitzbach,61.1
213090,Krottendorf,2017,Kärnten,Draugebiet,Lavant,954.5
205062,Bad Mühllacken,2017,Oberösterreich,Donaugebiet zwischen Inn und Traun,Pesenbach,60
206656,Zwettl an der Rodl,2017,Oberösterreich,Donaugebiet zwischen Inn und Traun,Große Rodl,59.6
206664,Zwettl an der Rodl (Gemeindeamt),2017,Oberösterreich,Donaugebiet zwischen Inn und Traun,Diestlbach,27.9
205088,Rottenegg,2017,Oberösterreich,Donaugebiet zwischen Inn und Traun,Große Rodl,227.4
207340,Wilhering,2017,Oberösterreich,Donaugebiet zwischen Inn und Traun,Donau,79446.1
207068,Linz,2017,Oberösterreich,Donaugebiet zwischen Inn und Traun,Donau,79490.1
205096,Asberg,2017,Oberösterreich,Donaugebiet zwischen Inn und Traun,Großer Haselbach,27.9
210526,Archkogl,2017,Steiermark,Traungebiet,Traun,114.4
210534,Altaussee (Seeklause),2017,Steiermark,Traungebiet,Altausseer See,54.5
210542,Altaussee (Traun),2017,Steiermark,Traungebiet,Altausseer Traun,54.5
210559,Altaussee (Augstbach),2017,Steiermark,Traungebiet,Augstbach,10.5
210583,Kainisch,2017,Steiermark,Traungebiet,Ödenseetraun,57.4
205104,Obertraun,2017,Oberösterreich,Traungebiet,Traun,317.4
205112,Lahn,2017,Oberösterreich,Traungebiet,Hallstätter See,614.4
205120,Waldbachstrub,2017,Oberösterreich,Traungebiet,Waldbach,31.3
205138,Steeg (Bootshütte),2017,Oberösterreich,Traungebiet,Hallstätter See,614.4
205146,Steeg (Seeausfluss),2017,Oberösterreich,Traungebiet,Traun,615.2
209775,Windigsteig,2017,Niederösterreich,Marchgebiet,Thauabach,107.1
209734,Peigarten,2017,Niederösterreich,Marchgebiet,Taxenbach,154.7
209742,Merkengersch,2017,Niederösterreich,Marchgebiet,Deutsche Thaya,586.8
209601,Alberndorf,2017,Niederösterreich,Marchgebiet,Mährische Thaya,621.5
208629,Raabs an der Thaya,2017,Niederösterreich,Marchgebiet,Thaya,1405.8
209759,Aigen,2017,Niederösterreich,Marchgebiet,Seebsbach,114.1
209171,Hardegg,2017,Niederösterreich,Marchgebiet,Thaya,2382.3
209510,Pulkau,2017,Niederösterreich,Marchgebiet,Pulkau,87.6
209155,Haugsdorf,2017,Niederösterreich,Marchgebiet,Pulkau,277
208652,Blaustauden,2017,Niederösterreich,Marchgebiet,Thaya-Mühlbach,139.9
207290,Bernhardsthal (Staatsgrenzpunkt IX),2017,Niederösterreich,Marchgebiet,Thaya,12623
207498,Rabensburg,2017,Niederösterreich,Marchgebiet,Thaya,12767.2
207308,Hohenau a. d. March (Fluss-km 66.92),2017,Niederösterreich,Marchgebiet,March,24137.8
209452,Asparn an der Zaya,2017,Niederösterreich,Marchgebiet,Zaya,80.6
209189,Niederabsdorf,2017,Niederösterreich,Marchgebiet,Zaya,515.6
207316,Dürnkrut (Fluss-km 44.33),2017,Niederösterreich,Marchgebiet,March,25404.7
206631,Bad Goisern,2017,Oberösterreich,Traungebiet,Stambach,5.5
205153,Bad Ischl (Maxquelle),2017,Oberösterreich,Traungebiet,Traun,720.2
203646,St.Gilgen,2017,Salzburg,Traungebiet,Wolfgangsee (Abersee),124.8
205161,Strobl,2017,Oberösterreich,Traungebiet,Wolfgangsee (Abersee),125.2
205179,Strobl (Bürglstein),2017,Oberösterreich,Traungebiet,Ischl,125.4
205187,Bad Ischl (Giselabrücke),2017,Oberösterreich,Traungebiet,Ischl,251.8
205955,Grabenbachbrücke,2017,Oberösterreich,Traungebiet,Rettenbach,49.9
206615,Mitterweißenbach,2017,Oberösterreich,Traungebiet,Mitterweißenbach,35.1
205203,Ebensee,2017,Oberösterreich,Traungebiet,Traun,1223.4
205211,Jagdschloß Langbathsee,2017,Oberösterreich,Traungebiet,Vorderer Langbathsee,13.8
205229,Ebensee (Unterlangbath),2017,Oberösterreich,Traungebiet,Langbathbach,40
205237,Ebensee (Landungssteg),2017,Oberösterreich,Traungebiet,Traunsee,1395.3
205245,Gmunden (Esplanade),2017,Oberösterreich,Traungebiet,Traunsee,1395.3
206128,Theresienthal,2017,Oberösterreich,Traungebiet,Traun,1397.7
205260,Zell am Moos,2017,Oberösterreich,Traungebiet,Zeller See (Irrsee),27.5
205278,Mondsee (Armaturenwerk),2017,Oberösterreich,Traungebiet,Zeller Ache,37
207324,Angern an der March,2017,Niederösterreich,Marchgebiet,March,25623.8
208678,Bad Pirawarth,2017,Niederösterreich,Marchgebiet,Weidenbach,71
207332,Marchegg (Fluss-km 14.98),2017,Niederösterreich,Marchgebiet,March,26135.6
207407,Thebnerstraßl,2017,Niederösterreich,Donaugebiet zwischen March und Leitha,Donau,131384
207282,Wolfsthal (Strom-km 1874.84),2017,Niederösterreich,Donaugebiet zwischen March und Leitha,Donau,131411
210435,Deutsch-Jahrndorf (Neurießäcker),2017,Burgenland,Donaugebiet zwischen March und Leitha,Wiesgraben,0
208686,Schwarzau im Gebirge (Bundesstraße),2017,Niederösterreich,Leithagebiet,Schwarza,128.4
208694,Singerin,2017,Niederösterreich,Leithagebiet,Naßbach,80
208702,Singerin (Höllental),2017,Niederösterreich,Leithagebiet,Schwarza,252.3
208710,Gloggnitz (Adlerbrücke),2017,Niederösterreich,Leithagebiet,Schwarza,472.2
208736,Stixenstein (Schloß),2017,Niederösterreich,Leithagebiet,Sierning,89.7
208744,Ternitz (Straßenbrücke),2017,Niederösterreich,Leithagebiet,Sierning,114.1
208785,Loipersbach,2017,Niederösterreich,Leithagebiet,Schwarza,716.6
208819,Aspang-Höll,2017,Niederösterreich,Leithagebiet,Großer Pestingbach,96.5
208827,Feistritz am Wechsel,2017,Niederösterreich,Leithagebiet,Feistritz,114.4
214353,Feistritz am Wechsel (Summenstation),2017,Niederösterreich,Leithagebiet,Feistritz,114.4
